STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,SNOW,SNWD,TMAX,WT01,WT02,WT03,WT04,WT06,WT08
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/1/2019,12.75,0,0,0,46,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/2/2019,8.5,0.15,0,0,48,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/3/2019,16.78,0.5,0,0,65,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/4/2019,14.99,0,0,0,54,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/5/2019,7.38,0.18,0,0,45,1,,,1,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/6/2019,6.04,0.1,0,0,67,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/7/2019,8.5,0,0,0,63,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/8/2019,8.28,0.87,0,0,51,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/9/2019,8.5,0.16,0,0,53,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/10/2019,11.41,0,0,0,50,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/11/2019,6.71,0,0,0,53,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/12/2019,7.61,0.06,0,0,59,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/13/2019,10.29,0.73,0,0,70,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/14/2019,5.82,0.08,0,0,70,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/15/2019,17,0.49,0,0,68,1,,1,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/16/2019,15.88,0,0,0,61,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/17/2019,7.16,0,0,0,63,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/18/2019,9.84,0.01,0,0,60,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/19/2019,20.13,0.1,0,0,73,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/20/2019,16.55,0.63,0,0,70,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/21/2019,6.49,0.04,0,0,65,1,1,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/22/2019,12.3,0.4,0,0,62,1,1,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/23/2019,10.51,0.14,0,0,62,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/24/2019,11.41,0.04,0,0,68,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/25/2019,8.5,0,0,0,60,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/26/2019,8.95,1.45,0,0,61,1,,1,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/27/2019,14.09,0.46,0,0,60,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/28/2019,6.93,0.05,0,0,52,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/29/2019,8.28,0,0,0,60,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,4/30/2019,4.7,0.17,0,0,54,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/1/2019,6.04,0.02,0,0,56,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/2/2019,8.28,0.01,0,0,57,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/3/2019,5.59,0.1,0,0,58,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/4/2019,3.8,0.07,0,0,63,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/5/2019,9.17,0.52,0,0,54,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/6/2019,10.96,0.07,0,0,65,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/7/2019,9.17,0.02,0,0,69,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/8/2019,7.61,0,0,0,69,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/9/2019,9.84,0,0,0,60,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/10/2019,10.51,0,0,0,63,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/11/2019,8.05,0.01,0,0,72,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/12/2019,9.17,0.64,0,0,54,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/13/2019,12.08,0.5,0,0,56,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/14/2019,9.17,0.04,0,0,49,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/15/2019,7.16,0.02,0,0,58,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/16/2019,4.03,0,0,0,68,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/17/2019,6.93,0.01,0,0,75,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/18/2019,10.29,0,0,0,72,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/19/2019,12.53,0.05,0,0,70,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/20/2019,10.74,0.13,0,0,87,1,,1,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/21/2019,14.76,0,0,0,70,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/22/2019,10.51,0,0,0,73,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/23/2019,11.86,0.02,0,0,64,1,,1,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/24/2019,14.09,0.09,0,0,76,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/25/2019,9.62,0,0,0,74,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/26/2019,10.29,0,0,0,88,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/27/2019,9.17,0,0,0,81,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/28/2019,8.72,0.23,0,0,64,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/29/2019,8.28,0.42,0,0,56,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/30/2019,5.82,0.2,0,0,63,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,5/31/2019,6.49,0.02,0,0,81,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/1/2019,5.37,0,0,0,75,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/2/2019,6.93,0.03,0,0,69,1,,1,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/3/2019,11.63,0.04,0,0,72,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/4/2019,10.74,0,0,0,71,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/5/2019,12.08,0,0,0,79,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/6/2019,8.95,0.03,0,0,83,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/7/2019,4.92,0,0,0,79,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/8/2019,7.61,0,0,0,79,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/9/2019,6.71,0,0,0,73,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/10/2019,7.61,0.69,0,0,75,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/11/2019,9.4,0.7,0,0,77,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/12/2019,7.61,0,0,0,75,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/13/2019,8.5,0.8,0,0,58,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/14/2019,10.74,0,0,0,73,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/15/2019,13.87,0,0,0,79,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/16/2019,7.16,0.04,0,0,74,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/17/2019,6.26,0,0,0,80,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/18/2019,5.37,0.37,0,0,74,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/19/2019,6.71,0,0,0,74,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/20/2019,5.59,0.49,0,0,68,1,1,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/21/2019,7.83,0.33,0,0,71,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/22/2019,9.84,0.13,0,0,81,,,1,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/23/2019,9.62,0,0,0,85,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/24/2019,7.38,0,0,0,86,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/25/2019,8.5,0.27,0,0,73,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/26/2019,6.04,0,0,0,84,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/27/2019,5.59,0,0,0,84,1,1,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/28/2019,5.82,0,0,0,90,1,1,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/29/2019,5.59,0.09,0,0,85,1,,1,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,6/30/2019,8.95,0.7,0,0,80,1,,1,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/1/2019,8.5,0,0,0,84,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/2/2019,7.61,0,0,0,82,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/3/2019,5.82,0,0,0,88,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/4/2019,4.92,0,0,0,90,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/5/2019,7.61,0,0,0,82,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/6/2019,9.17,0.02,0,0,89,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/7/2019,9.62,0,0,0,80,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/8/2019,5.37,0,0,0,81,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/9/2019,5.82,0,0,0,88,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/10/2019,6.26,0,0,0,89,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/11/2019,9.62,0.06,0,0,83,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/12/2019,4.92,1.01,0,0,89,1,,1,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/13/2019,8.95,0,0,0,86,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/14/2019,8.5,0,0,0,90,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/15/2019,6.93,0,0,0,84,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/16/2019,7.16,0,0,0,87,,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/17/2019,8.28,0.39,0,0,91,1,,1,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/18/2019,8.05,0.16,0,0,78,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/19/2019,7.16,0,0,0,89,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/20/2019,6.93,0,0,0,94,,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/21/2019,8.5,0,0,0,96,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/22/2019,8.5,0.81,0,0,84,1,,1,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/23/2019,8.95,1,0,0,71,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/24/2019,5.82,0.02,0,0,82,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/25/2019,5.82,0,0,0,83,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/26/2019,6.26,0,0,0,82,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/27/2019,7.61,0,0,0,79,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/28/2019,8.28,0,0,0,90,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/29/2019,8.05,0,0,0,91,,,1,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/30/2019,7.38,0,0,0,93,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,7/31/2019,5.59,0,0,0,92,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/1/2019,6.93,0,0,0,87,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/2/2019,4.47,0,0,0,86,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/3/2019,8.28,0,0,0,86,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/4/2019,5.14,0,0,0,89,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/5/2019,6.93,0,0,0,83,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/6/2019,4.47,0,0,0,79,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/7/2019,10.74,0.43,0,0,87,1,,1,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/8/2019,8.5,0.03,0,0,87,1,,1,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/9/2019,9.17,0.1,0,0,85,1,,1,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/10/2019,9.62,0,0,0,81,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/11/2019,8.28,0,0,0,81,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/12/2019,9.62,0,0,0,86,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/13/2019,6.49,0.13,0,0,77,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/14/2019,6.93,0,0,0,82,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/15/2019,5.82,0,0,0,83,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/16/2019,6.49,0,0,0,82,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/17/2019,5.37,0.1,0,0,80,1,1,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/18/2019,6.71,0,0,0,87,1,1,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/19/2019,7.61,0.41,0,0,92,1,,1,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/20/2019,4.92,0,0,0,88,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/21/2019,7.61,0.19,0,0,83,1,1,1,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/22/2019,6.26,0,0,0,90,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/23/2019,6.49,0.08,0,0,77,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/24/2019,8.72,0,0,0,77,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/25/2019,12.97,0.02,0,0,71,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/26/2019,8.72,0,0,0,75,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/27/2019,4.7,0,0,0,73,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/28/2019,4.25,0.56,0,0,75,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/29/2019,8.05,0.28,0,0,85,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/30/2019,8.5,0,0,0,83,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,8/31/2019,6.49,0,0,0,81,,,,,,
