STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,SNOW,SNWD,TMAX,WT01,WT02,WT03,WT04,WT06,WT08
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/1/2019,6.49,0,0,0,77,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/2/2019,7.38,0.05,0,0,75,1,,1,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/3/2019,5.59,0,0,0,81,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/4/2019,8.5,0,0,0,84,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/5/2019,6.49,0,0,0,72,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/6/2019,12.3,0.01,0,0,68,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/7/2019,12.97,0,0,0,74,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/8/2019,8.5,0,0,0,77,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/9/2019,4.25,0,0,0,77,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/10/2019,5.82,0,0,0,75,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/11/2019,9.84,0,0,0,85,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/12/2019,8.95,0.32,0,0,69,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/13/2019,8.72,0,0,0,71,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/14/2019,8.5,0.14,0,0,75,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/15/2019,6.49,0.01,0,0,80,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/16/2019,6.49,0,0,0,76,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/17/2019,9.4,0,0,0,72,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/18/2019,11.41,0,0,0,65,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/19/2019,5.82,0,0,0,70,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/20/2019,5.82,0,0,0,81,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/21/2019,3.8,0,0,0,82,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/22/2019,6.49,0,0,0,85,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/23/2019,9.62,0.03,0,0,85,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/24/2019,9.17,0.24,0,0,77,1,,1,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/25/2019,6.93,0,0,0,74,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/26/2019,7.16,0.36,0,0,81,1,1,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/27/2019,4.92,0,0,0,73,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/28/2019,7.61,0,0,0,78,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/29/2019,8.28,0,0,0,78,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,9/30/2019,7.38,0,0,0,67,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/1/2019,10.96,0,0,0,73,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/2/2019,9.84,0.08,0,0,83,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/3/2019,9.4,0.09,0,0,56,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/4/2019,12.97,0.03,0,0,64,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/5/2019,6.26,0,0,0,60,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/6/2019,10.07,0,0,0,68,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/7/2019,16.11,0.19,0,0,79,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/8/2019,9.84,0.01,0,0,62,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/9/2019,15.21,0.97,0,0,56,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/10/2019,20.36,0.1,0,0,56,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/11/2019,21.25,0.04,0,0,56,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/12/2019,11.41,0,0,0,58,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/13/2019,3.58,0,0,0,68,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/14/2019,4.25,0,0,0,68,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/15/2019,5.37,0,0,0,64,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/16/2019,10.96,1.38,0,0,63,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/17/2019,17.9,0.46,0,0,61,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/18/2019,10.51,0,0,0,61,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/19/2019,4.92,0,0,0,60,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/20/2019,3.58,0,0,0,60,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/21/2019,10.96,0,0,0,66,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/22/2019,6.71,0.16,0,0,61,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/23/2019,7.61,0.38,0,0,69,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/24/2019,6.71,0,0,0,67,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/25/2019,2.91,0,0,0,64,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/26/2019,6.26,0,0,0,63,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/27/2019,10.29,1.4,0,0,56,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/28/2019,9.17,0,0,0,58,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/29/2019,3.8,0,0,0,57,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/30/2019,4.03,0.21,0,0,65,1,1,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,10/31/2019,18.34,0.15,0,0,70,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/1/2019,16.55,0.06,0,0,71,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/2/2019,4.47,0,0,0,50,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/3/2019,6.71,0,0,0,55,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/4/2019,4.92,0,0,0,54,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/5/2019,3.58,0.49,0,0,57,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/6/2019,6.26,0,0,0,54,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/7/2019,7.61,0.13,0,0,58,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/8/2019,13.65,0.01,0,0,42,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/9/2019,4.25,0,0,0,40,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/10/2019,4.92,0,0,0,53,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/11/2019,5.82,0,0,0,63,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/12/2019,9.62,0.05,0,0,58,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/13/2019,10.74,0,0,0,32,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/14/2019,1.57,0,0,0,41,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/15/2019,6.93,0,0,0,55,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/16/2019,13.65,0,0,0,39,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/17/2019,12.53,0,0,0,39,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/18/2019,16.33,0.06,0,0,41,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/19/2019,4.25,0.19,0,0,48,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/20/2019,9.62,0.07,0,0,42,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/21/2019,6.04,0,0,0,51,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/22/2019,12.3,0.11,0,0,55,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/23/2019,5.82,0,0,0,47,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/24/2019,13.42,1.43,0,0,48,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/25/2019,8.5,0,0,0,52,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/26/2019,6.93,0,0,0,60,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/27/2019,4.92,0.13,0,0,53,1,1,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/28/2019,17.22,0.01,0,0,52,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/29/2019,12.97,0,0,0,44,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,11/30/2019,11.41,0,0,0,40,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/1/2019,8.5,0.76,1.6,0,35,1,,,1,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/2/2019,19.01,0.23,0.5,1.2,40,1,,,,1,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/3/2019,14.32,0.22,3.4,3.1,36,1,,,,,1
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/4/2019,6.26,0,0,1.2,38,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/5/2019,12.75,0,0,1,43,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/6/2019,8.95,0,0,0,46,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/7/2019,8.05,0,0,0,36,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/8/2019,4.92,0,0,0,36,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/9/2019,10.29,1.93,0,0,59,1,1,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/10/2019,12.97,0.34,0,0,59,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/11/2019,6.71,0.26,1.8,0,41,1,1,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/12/2019,5.82,0,0,0,33,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/13/2019,4.25,0.07,0,0,44,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/14/2019,12.97,1.93,0,0,62,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/15/2019,15.43,0,0,0,50,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/16/2019,7.16,0,0,0,34,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/17/2019,10.07,0.66,0.4,0,34,1,,,1,1,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/18/2019,10.96,0.03,0.3,0,37,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/19/2019,14.76,0,0,0,23,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/20/2019,8.95,0,0,0,31,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/21/2019,2.91,0,0,0,34,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/22/2019,5.59,0,0,0,45,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/23/2019,6.49,0,0,0,58,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/24/2019,7.16,0,0,0,47,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/25/2019,4.47,0,0,0,42,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/26/2019,6.71,0,0,0,45,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/27/2019,6.93,0,0,0,51,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/28/2019,8.05,0,0,0,50,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/29/2019,5.59,0.12,0,0,45,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/30/2019,12.3,1.42,0,0,38,1,,,1,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,12/31/2019,10.07,0.14,0,0,41,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/1/2020,11.41,0,0,0,43,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/2/2020,9.17,0,0,0,49,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/3/2020,5.82,0,0,0,50,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/4/2020,4.25,0.14,0,0,46,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/5/2020,13.42,0.08,0,0,40,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/6/2020,3.13,0,0.1,0,37,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/7/2020,6.26,0.05,0.5,0,43,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/8/2020,12.3,0.01,0.1,0,42,1,1,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/9/2020,6.93,0,0,0,33,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/10/2020,6.93,0,0,0,51,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/11/2020,18.57,0,0,0,65,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/12/2020,18.57,0.14,0,0,70,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/13/2020,6.93,0,0,0,42,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/14/2020,3.58,0.01,0,0,41,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/15/2020,6.71,0,0,0,51,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/16/2020,14.32,0.07,0,0,48,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/17/2020,18.57,0,0,0,26,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/18/2020,4.47,0.34,2.9,0,31,1,,,1,1,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/19/2020,9.62,0,0,0,44,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/20/2020,11.41,0,0,0,30,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/21/2020,5.82,0,0,0,29,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/22/2020,2.68,0,0,0,38,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/23/2020,4.47,0,0,0,48,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/24/2020,5.37,0,0,0,51,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/25/2020,12.08,0.42,0,0,53,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/26/2020,9.17,0,0,0,50,1,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/27/2020,9.62,0,0,0,47,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/28/2020,9.17,0,0,0,43,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/29/2020,9.17,0,0,0,42,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/30/2020,5.37,0,0,0,37,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,1/31/2020,3.8,0,0,0,45,,,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,2/1/2020,2.68,0.06,0,0,40,1,1,,,,
USW00014765,"PROVIDENCE, RI US",41.7225,-71.4325,16.8,2/2/2020,5.82,0,0,0,43,,,,,,
,,,,,,,,,,,,,,,,
